name,uri,genres,artists,mood
Build Me up Buttercup (Re-Recorded),2Vi0fxL1fyE7KrKt3JihJn,['bubblegum pop'],The Foundations,happy
Pack Up,5WLhAmEGwePI2RD9ZECTw7,"['edm', 'house', 'indietronica', 'uk dance']",Eliza Doolittle,happy
Betty (Get Money),4cacyP5c3PMlfnyjpg13xW,"['meme rap', 'minnesota hip hop']",Yung Gravy,happy
Dreaming,79M4YK2A4CNxvmdc6A7her,"['hopebeat', 'indie poptimism', 'la indie', 'la pop', 'metropopolis', 'modern alternative rock', 'modern rock']",Smallpools,happy
Daddy Cool,3WMbD1OyfKuwWDWMNbPQ4g,['europop'],Boney M.,happy
Animal,4XTTwW06rMgud7yS1nySZf,"['alternative dance', 'electropop', 'indietronica', 'neo-synthpop', 'shimmer pop', 'swedish electropop', 'swedish indie pop', 'swedish synthpop']",Miike Snow,happy
Johnny B. Goode,7KkzVlps826NezcpXPvEuV,"['blues', 'blues rock', 'classic rock', 'rock', 'rock-and-roll', 'rockabilly', 'soul']",Chuck Berry,happy
Sleeping in My Car - Single Version,2ifpR5UJBqfXYPgHvgWN91,"['europop', 'swedish pop', 'synthpop']",Roxette,happy
Just Can't Get Enough,0qi4b1l0eT3jpzeNHeFXDT,"['dance rock', 'new romantic', 'new wave', 'permanent wave', 'rock', 'synthpop']",Depeche Mode,happy
Two Princes,4ePP9So5xRzspjLFVVbj90,"['pop rock', 'post-grunge']",Spin Doctors,happy
Karma Chameleon,4NH4xiPQ7TqNGqj6pZV4ki,"['new romantic', 'new wave', 'new wave pop', 'soft rock', 'synthpop']",Culture Club,happy
Foundations,3PY6DWrkuIt6LZgFesrIkJ,"['anti-folk', 'piano rock']",Kate Nash,happy
Relight My Fire - Single Version,0ZvLrvwzp0nBkfmtzL7XO1,['disco'],Dan Hartman,happy
Time to Pretend,3Q9FA2LP9Abih9xkFeNb6U,"['alternative rock', 'indie rock', 'indietronica', 'modern rock', 'rock']",MGMT,happy
I Wanna Dance with Somebody (Who Loves Me),2k1np6GRFvKjgjYfo2g39B,"['dance pop', 'pop']",Whitney Houston,happy
We're from Barcelona,6gobLJ63a1TNrSrU53tSj5,"['swedish alternative rock', 'swedish indie pop']",I'm From Barcelona,happy
Girls Just Want to Have Fun,7sMGwiS4vOMcz86ZY3vKYM,"['dance pop', 'new wave pop', 'permanent wave', 'soft rock']",Cyndi Lauper,happy
You Only Live Once,4fPBB44eDH71YohayI4eKV,"['alternative rock', 'garage rock', 'modern rock', 'permanent wave', 'rock']",The Strokes,happy
I Don't Feel Like Dancin',13pyGLYmBjYgvOMIEivX2K,"['dance pop', 'dance rock']",Scissor Sisters,happy
Lemon Tree,1yN2z5XVtaAOYGdeEqEuqd,['german pop rock'],Fools Garden,happy
Movin' on Up,67ncFJWaIbJdqZl1bpEppz,"['album rock', 'alternative metal', 'glam metal', 'hard rock', 'metal', 'rock', 'sleaze rock']",Primal Scream,happy
I Want You Back,3b0EOvScbZUc0qJx0E1L2z,"['motown', 'soul']",The Jackson 5,happy
Mr. Pitiful,7GH4CmhitO7eLNLnUBtduQ,['neo mellow'],Matt Costa,happy
Stayin' Alive - Remastered Version,3LmpQiFNgFCnvAnhhvKUyI,"['disco', 'mellow gold', 'soft rock']",Bee Gees,happy
Reflections,6MByWSkfqebVmpPw3pA1uR,"['indie poptimism', 'modern rock', 'nyc pop', 'shimmer pop']",MisterWives,happy
What You Know,1qfYG2JrchEyJiqKnkE7YQ,"['indie rock', 'indietronica', 'irish rock', 'modern alternative rock', 'modern rock', 'northern irish indie']",Two Door Cinema Club,happy
"Could You Be Loved - 12"" Mix",3cc66vpbbkDNgtSnWgKked,"['reggae', 'roots reggae']",Bob Marley & The Wailers,happy
Happiness In Liquid Form,0OM7XnLJnT441emHL5upvW,['modern alternative pop'],Alfie Templeman,happy
S.O.B.,41K81NpjapePhBdIKC3QFQ,"['indie folk', 'modern blues rock', 'new americana', 'stomp and holler']",Nathaniel Rateliff & The Night Sweats,happy
BED,0siYMEsGrzzzlWLXK5zJfS,"['dance pop', 'pop dance', 'uk dance']",Joel Corry,happy
You Never Can Tell - 1964 Single Version / Mono,2LcV5dZWN47XVCVZ1dFwfQ,"['blues', 'blues rock', 'classic rock', 'rock', 'rock-and-roll', 'rockabilly', 'soul']",Chuck Berry,happy
Alright,5xC8uOesnn0udeXAYlAnoY,"['alternative rock', 'britpop', 'oxford indie']",Supergrass,happy
A Little Less Conversation - JXL Radio Edit Remix,0m7xvX7nhPZ9DOZipTUedd,"['rock-and-roll', 'rockabilly']",Elvis Presley,happy
Strangers,3wcluZHyfuTzIXHfwXVAIE,['stomp and holler'],Mt. Joy,happy
Black Or White,5YAY2D4s3o0QNOpFwEsynX,"['r&b', 'soul']",Michael Jackson,happy
You Make My Dreams,0293bTPojlkLvyr8ojc74y,"['album rock', 'classic rock', 'heartland rock', 'mellow gold', 'rock', 'singer-songwriter', 'soft rock', 'yacht rock']",Daryl Hall & John Oates,happy
How Will I Know,5tdKaKLnC4SgtDZ6RlWeal,"['dance pop', 'pop']",Whitney Houston,happy
Don't You Worry 'Bout A Thing,4RXZXxI9xvfVUeE7SYDPDV,"['motown', 'soul']",Stevie Wonder,happy
Hakuna Matata,5k3U0OGYBccHdKJJu3HrUN,['movie tunes'],Nathan Lane,happy
Happy,6NPVjNh8Jhru9xOmyQigds,"['dance pop', 'pop']",Pharrell Williams,happy
In the Summertime (Re-Recorded),6fOXeZLwVZ1J48d3xz6JnY,"['british blues', 'classic uk pop']",Mungo Jerry,happy
Twistin' The Night Away,3I3W71Hi6zFnXIeGHJuauN,"['classic soul', 'soul', 'vocal jazz']",Sam Cooke,happy
Love Rollercoaster,6OBeM4d4RGzxcMphQVSgED,"['classic soul', 'disco', 'funk', 'p funk', 'quiet storm', 'soul', 'southern soul']",Ohio Players,happy
Send Me on My Way,6hs3SDnbO3f6VQuPO4KBEb,"['jam band', 'pittsburgh rock']",Rusted Root,happy
I Get Around,3mXexrmtPJ1KdWN37rYePx,"['baroque pop', 'classic rock', 'folk rock', 'mellow gold', 'psychedelic rock', 'rock', 'sunshine pop']",The Beach Boys,happy
Ain't Too Proud To Beg,22x73BTJpIkciL7605zZ66,"['classic soul', 'memphis soul', 'motown', 'soul']",The Temptations,happy
Love On Top,1z6WtY7X4HQJvzxC4UgkSf,"['pop', 'r&b']",Beyoncé,happy
Beyond the Sea,2EIaO5knwUA3F2qnf9LV3S,"['adult standards', 'easy listening', 'lounge', 'rock-and-roll', 'rockabilly', 'vocal jazz']",Bobby Darin,happy
Dream of Bombay,0ikd6zPPVvJefH8gN3IuKw,"['australian garage punk', 'australian indie', 'australian surf rock', 'brisbane indie']",Viceroy,happy
The Twist,3ohLnESFgYACPMCkoTOzqE,"['rock-and-roll', 'rockabilly']",Chubby Checker,happy
Tequila (Re-Recorded),4VkHBfAfYw7TexAMDRDoQq,[],The Champs,happy
Once in a Lifetime,1Tr4K5MU5XYE44umXGDndd,"['alternative rock', 'art punk', 'dance rock', 'funk rock', 'new wave', 'permanent wave', 'post-punk', 'rock', 'zolo']",Talking Heads,happy
Here Comes The Sun - Remastered 2009,6dGnYIeXmHdcikdzNNDMm2,"['british invasion', 'classic rock', 'merseybeat', 'psychedelic rock', 'rock']",The Beatles,happy
Send Me On My Way,6XK6Zw6JkFsHXzAcMWNiIr,"['jam band', 'pittsburgh rock']",Rusted Root,happy
"Signed, Sealed, Delivered (I'm Yours)",2eF8pWbiivYsYRpbntYsnc,"['motown', 'soul']",Stevie Wonder,happy
I'm a Believer - 2006 Remaster,3G7tRC24Uh09Hmp1KZ7LQ2,"['album rock', 'beatlesque', 'bubblegum pop', 'classic rock', 'folk rock', 'heartland rock', 'mellow gold', 'psychedelic rock', 'rock', 'rock-and-roll', 'singer-songwriter', 'soft rock', 'sunshine pop']",The Monkees,happy
Three Little Birds,6A9mKXlFRPMPem6ygQSt7z,"['reggae', 'roots reggae']",Bob Marley & The Wailers,happy
Superstition - Single Version,1h2xVEoJORqrg71HocgqXd,"['motown', 'soul']",Stevie Wonder,happy
Sweet Caroline,62AuGbAkt8Ox2IrFFb8GKV,"['adult standards', 'brill building pop', 'folk rock', 'heartland rock', 'mellow gold', 'singer-songwriter', 'soft rock', 'yacht rock']",Neil Diamond,happy
Jessie's Girl,5RsUlxLto4NZbhJpqJbHfN,"['album rock', 'australian rock', 'classic rock', 'glam metal', 'hard rock', 'heartland rock', 'mellow gold', 'new romantic', 'new wave pop', 'soft rock', 'yacht rock']",Rick Springfield,happy
Stayin' Alive,3mRM4NM8iO7UBqrSigCQFH,"['disco', 'mellow gold', 'soft rock']",Bee Gees,happy
Take on Me,2WfaOiMkCvy7F5fcp2zZ8L,"['new romantic', 'new wave', 'new wave pop', 'permanent wave', 'synthpop']",a-ha,happy
Piano Man,70C4NyhjD5OZUMzvWZ3njJ,"['album rock', 'classic rock', 'heartland rock', 'mellow gold', 'piano rock', 'rock', 'singer-songwriter', 'soft rock']",Billy Joel,happy
Africa,2374M0fQpWi3dLnB54qaLX,"['album rock', 'classic rock', 'hard rock', 'mellow gold', 'rock', 'soft rock', 'yacht rock']",TOTO,happy
We Built This City,6OnfBiiSc9RGKiBKKtZXgQ,"['hip pop', 'pop', 'queens hip hop', 'rap']",Starship,happy
Kung Fu Fighting,40NRm1ZLvZpUSCUXAGGZ8J,[],Carl Douglas,happy
I Want To Hold Your Hand - Remastered 2015,4pbG9SUmWIvsROVLF0zF9s,"['british invasion', 'classic rock', 'merseybeat', 'psychedelic rock', 'rock']",The Beatles,happy
More Than a Feeling,1QEEqeFIZktqIpPI4jSVSF,"['acoustic pop', 'neo mellow', 'piano rock', 'pop rock']",Boston,happy
Love Me Do - Remastered 2009,3VbGCXWRiouAq8VyMYN2MI,"['british invasion', 'classic rock', 'merseybeat', 'psychedelic rock', 'rock']",The Beatles,happy
Start Me Up - Remastered 2009,7HKez549fwJQDzx3zLjHKC,"['album rock', 'british invasion', 'classic rock', 'rock']",The Rolling Stones,happy
Highway to Hell,2zYzyRzz6pRmhPzyfMEC8s,"['australian rock', 'hard rock', 'rock']",AC/DC,happy
Livin' On A Prayer,37ZJ0p5Jm13JPevGcx4SkF,"['glam metal', 'rock']",Bon Jovi,happy
Daylight,57i3M29DWoo7RDk0Tf0LZG,"['brooklyn indie', 'indietronica', 'modern rock', 'shimmer pop']",Matt and Kim,happy
Home - 2019 - Remaster,7KWGfnsUU4Ri46TIvjpAPx,"['la indie', 'stomp and holler']",Edward Sharpe & The Magnetic Zeros,happy
One Love / People Get Ready - Medley,2HcyIzVsX45jLIxK7SH2aI,"['reggae', 'roots reggae']",Bob Marley & The Wailers,happy
Free Fallin',5tVA6TkbaAH9QMITTQRrNv,"['album rock', 'classic rock', 'hard rock', 'heartland rock', 'mellow gold', 'rock', 'singer-songwriter', 'soft rock']",Tom Petty,happy
Eye of the Tiger,2HHtWyy5CgaQbC7XSoOb0e,"['dance pop', 'girl group', 'pop', 'r&b', 'urban contemporary']",Survivor,happy
(I Can't Get No) Satisfaction - Mono Version,2PzU4IB8Dr6mxV3lHuaG34,"['album rock', 'british invasion', 'classic rock', 'rock']",The Rolling Stones,happy
Don't You (Forget About Me),3fH4KjXFYMmljxrcGrbPj9,"['album rock', 'dance rock', 'new romantic', 'new wave', 'new wave pop', 'rock', 'scottish new wave', 'soft rock']",Simple Minds,happy
We Didn't Start the Fire,3Cx4yrFaX8CeHwBMReOWXI,"['album rock', 'classic rock', 'heartland rock', 'mellow gold', 'piano rock', 'rock', 'singer-songwriter', 'soft rock']",Billy Joel,happy
Billie Jean,5ChkMS8OtdzJeqyybCc9R5,"['r&b', 'soul']",Michael Jackson,happy
Carry on Wayward Son,4DMKwE2E2iYDKY01C335Uw,"['album rock', 'classic rock', 'hard rock', 'heartland rock', 'mellow gold', 'progressive rock', 'rock', 'soft rock']",Kansas,happy
Mr. Jones,5DiXcVovI0FcY2s0icWWUu,"['neo mellow', 'pop rock', 'post-grunge', 'rock']",Counting Crows,happy
You Really Got Me,29SyMC0plk6qw8NMF7lfRL,"['album rock', 'art rock', 'british invasion', 'classic rock', 'folk rock', 'glam rock', 'protopunk', 'psychedelic rock', 'rock', 'singer-songwriter']",The Kinks,happy
Rockin' Robin,4FlYcJnfkeBpowEHJ72Bmt,['doo-wop'],Bobby Day,happy
One Week,29hBRadFZf9QTGRHZmxm65,"['canadian pop', 'canadian rock', 'pop rock', 'post-grunge']",Barenaked Ladies,happy
Wild World,6Xz7FeyE8HTP90HecgHV57,"['british folk', 'classic rock', 'folk', 'folk rock', 'mellow gold', 'singer-songwriter']",Yusuf / Cat Stevens,happy
Jack & Diane,43btz2xjMKpcmjkuRsvxyg,"['album rock', 'classic rock', 'country rock', 'folk rock', 'hard rock', 'heartland rock', 'mellow gold', 'rock', 'singer-songwriter', 'soft rock']",John Mellencamp,happy
Fat Bottomed Girls - Remastered 2011,4igIYHF3B5VBxEafHauVo3,[],Queen,happy
You Give Love A Bad Name,0rmGAIH9LNJewFw7nKzZnc,"['glam metal', 'rock']",Bon Jovi,happy
Don't Stop Me Now - Remastered 2011,7hQJA50XrCWABAu5v6QZ4i,[],Queen,happy
Under Pressure - Remastered 2011,11IzgLRXV7Cgek3tEgGgjw,[],Queen,happy
Somebody To Love - Remastered 2011,6cFZ4PLC19taNlpl9pbGMf,[],Queen,happy
Upside Down,6shRGWCtBUOPFLFTTqXZIC,['neo mellow'],Jack Johnson,happy
Crocodile Rock,6WCeFNVAXUtNczb7lqLiZU,"['glam rock', 'mellow gold', 'piano rock', 'rock']",Elton John,happy
Old Time Rock & Roll,5EOoMWIB9iK4ZpcSex9Ec7,"['album rock', 'classic rock', 'country rock', 'detroit rock', 'hard rock', 'heartland rock', 'mellow gold', 'rock', 'singer-songwriter', 'soft rock']",Bob Seger,happy
Magic Carpet Ride,4c4jJJoaiY21t2TyRZgdWS,"['acid rock', 'album rock', 'blues rock', 'classic canadian rock', 'classic rock', 'hard rock', 'proto-metal', 'rock', 'singer-songwriter', 'soft rock']",Steppenwolf,happy
Semi-Charmed Life,42et6fnHCw1HIPSrdPprMl,"['alternative metal', 'alternative rock', 'pop rock', 'post-grunge']",Third Eye Blind,happy
All Summer Long,5rX6C5QVvvZB7XckETNych,['nu metal'],Kid Rock,happy
"Paint It, Black",63T7DJ1AFDD6Bn8VzG6JE8,"['album rock', 'british invasion', 'classic rock', 'rock']",The Rolling Stones,happy
Play That Funky Music,5uuJruktM9fMdN9Va0DUMl,"['disco', 'funk rock']",Wild Cherry,happy
Sherry,7sqK6f8dHVx3Q1GjFrVyGl,"['adult standards', 'bubblegum pop', 'doo-wop', 'lounge', 'northern soul', 'rock-and-roll', 'rockabilly']",Frankie Valli & The Four Seasons,happy
"Bad, Bad Leroy Brown",1O0xeZrBDbq7HPREdmYUYK,"['classic rock', 'country rock', 'folk', 'folk rock', 'heartland rock', 'mellow gold', 'singer-songwriter', 'soft rock']",Jim Croce,happy
Landslide,5ihS6UUlyQAfmp48eSkxuQ,"['album rock', 'classic rock', 'rock', 'soft rock', 'yacht rock']",Fleetwood Mac,happy
Drops of Jupiter (Tell Me),2hKdd3qO7cWr2Jo0Bcs0MA,"['pop', 'talent show', 'uk pop']",Train,happy
Cat's in the Cradle,2obblQ6tcePeOEVJV6nEGD,"['classic rock', 'country rock', 'folk', 'folk rock', 'heartland rock', 'mellow gold', 'singer-songwriter', 'soft rock']",Harry Chapin,happy
Juke Box Hero,00qOE7OjRl0BpYiCiweZB2,"['brooklyn drill', 'rap']",Foreigner,happy
Glory Days,2Y90nL1ohB4sgYELDs7uNx,"['heartland rock', 'mellow gold', 'permanent wave', 'rock', 'singer-songwriter']",Bruce Springsteen,happy
Splish Splash,40fD7ct05FvQHLdQTgJelG,"['adult standards', 'easy listening', 'lounge', 'rock-and-roll', 'rockabilly', 'vocal jazz']",Bobby Darin,happy
Big Girls Don't Cry,00meczE1jpLTX0BBzIGrAR,"['adult standards', 'bubblegum pop', 'doo-wop', 'lounge', 'northern soul', 'rock-and-roll', 'rockabilly']",Frankie Valli & The Four Seasons,happy
Takin' Care Of Business,0lzNXoZINVBLHWNIxKxWOo,"['album rock', 'classic canadian rock', 'classic rock', 'country rock', 'folk rock', 'hard rock', 'mellow gold', 'rock', 'singer-songwriter', 'soft rock']",Bachman-Turner Overdrive,happy
The Chain - 2004 Remaster,5e9TFTbltYBg2xThimr0rU,"['album rock', 'classic rock', 'rock', 'soft rock', 'yacht rock']",Fleetwood Mac,happy
You Ain't Seen Nothing Yet,0HOrDVS349XFcpCYsO2hAP,"['album rock', 'classic canadian rock', 'classic rock', 'country rock', 'folk rock', 'hard rock', 'mellow gold', 'rock', 'singer-songwriter', 'soft rock']",Bachman-Turner Overdrive,happy
(We're Gonna) Rock Around The Clock,1uRKT2LRANv4baowBWHfDS,"['rock-and-roll', 'rockabilly']",Bill Haley & His Comets,happy
Love Potion No. 9 - Remastered / Single Version,5ytPMYb6dkoli8sNSEsdmZ,"['doo-wop', 'rhythm and blues', 'rock-and-roll']",The Clovers,happy
Ain't That A Shame,4ZfQwNx3FlCN07cnUvekh3,"['louisiana blues', 'motown', 'new orleans blues', 'piano blues', 'rock-and-roll', 'rockabilly']",Fats Domino,happy
Unchained Melody,2qhASBzpbFhPRtrnZ5lLnz,"['adult standards', 'brill building pop', 'folk rock', 'mellow gold', 'motown', 'rock-and-roll', 'rockabilly']",The Righteous Brothers,happy
We Belong Together,7caj6X6NMX3tlhWnu1du6V,"['rock-and-roll', 'rockabilly']",Ritchie Valens,happy
I've Got a Woman,2xar08Fq5xra2KKZs5Bw9j,"['classic soul', 'jazz blues', 'piano blues', 'soul', 'soul blues', 'vocal jazz']",Ray Charles,happy
Do You Wanna Dance,3eOPqWsjHNM73kL6j6z9cY,"['doo-wop', 'rhythm and blues', 'rock-and-roll']",Bobby Freeman,happy
Rama Lama Ding Dong (Original version 1958),3MfO2eMTwf5LLyMqjwGXLl,"['doo-wop', 'rhythm and blues']",The Edsels,happy
Chapel of Love,4JchWgAG3RZmCLHcEGf9DZ,"['classic girl group', 'doo-wop', 'rock-and-roll']",The Dixie Cups,happy
I Walk the Line,7hxZF4jETnE5Q75rKQnMjE,"['arkansas country', 'outlaw country', 'rock']",Johnny Cash,happy
New Shoes,265Anh9hGoozFigjUVLUeD,"['british soul', 'neo mellow', 'scottish singer-songwriter']",Paolo Nutini,happy
I Get's My Boogie On,0eByS8fRy2pSmKBww6Sdmn,['austindie'],T Bird and the Breaks,happy
The General,6n6EXIwLtNwe4u4CFzENYm,"['jam band', 'modern folk rock']",DISPATCH,happy
Right Back Where We Started From,00s8dO3RWrFkBqC9JIy6ag,['classic uk pop'],Maxine Nightingale,happy
If You Could Read My Mind,0fjYN9BylnRXMA3or3QSld,"['canadian country', 'canadian singer-songwriter', 'classic rock', 'country rock', 'folk', 'folk rock', 'heartland rock', 'mellow gold', 'singer-songwriter', 'soft rock']",Gordon Lightfoot,happy
No Rain,6txWz9UapYHVxEd7dDIHXT,"['alternative metal', 'alternative rock', 'grunge', 'pop rock', 'rock']",Blind Melon,happy
What's Up?,0jWgAnTrNZmOGmqgvHhZEm,"['new wave pop', 'pop rock']",4 Non Blondes,happy
Supermodel,4lHaUgqumnhiqLPwoG4MND,"['ectofolk', 'lilith']",Jill Sobule,happy
Twist And Shout - Remastered 2009,5ZBeML7Lf3FMEVviTyvi8l,"['british invasion', 'classic rock', 'merseybeat', 'psychedelic rock', 'rock']",The Beatles,happy
Sweet Dreams (Are Made of This) - Remastered,1TfqLAPs4K3s2rJMoCokcS,"['dance rock', 'new romantic', 'new wave', 'new wave pop', 'soft rock', 'sophisti-pop', 'synthpop']",Eurythmics,happy
Never Going Back Again - 2004 Remaster,19Shlms2uTnOjIUg50TXzd,"['album rock', 'classic rock', 'rock', 'soft rock', 'yacht rock']",Fleetwood Mac,happy
Diamonds On The Inside,6FvtSHS3hzjS8itHJPRzoJ,['modern folk rock'],Ben Harper,happy
Like Dreamers Do,1whPn2zDDURHnpNllftJ5Q,"['new orleans funk', 'swamp rock']",The Radiators,happy
Pride and Joy,1a2iF9XymafjRk56q7oCxo,"['album rock', 'blues', 'blues rock', 'classic rock', 'electric blues', 'hard rock', 'heartland rock', 'instrumental rock', 'rock', 'texas blues']",Stevie Ray Vaughan,happy
Ophelia,3d8y0t70g7hw2FOWl9Z4Fm,"['folk-pop', 'modern rock', 'stomp and holler']",The Lumineers,happy
Kiss from a Rose,3YKptz29AsOlm7WAVnztBh,"['british soul', 'new wave pop']",Seal,happy
Say It Ain't So,6VoIBz0VhCyz7OdEoRYDiA,"['alternative rock', 'modern power pop', 'modern rock', 'permanent wave', 'rock']",Weezer,happy
"Hey, Hey, What Can I Do - Remaster",16VhHtoaOjTU4AJBNSBNQ1,"['album rock', 'classic rock', 'hard rock', 'rock']",Led Zeppelin,happy
Snow (Hey Oh),2aibwv5hGXSgw7Yru8IYTO,"['alternative rock', 'funk metal', 'funk rock', 'permanent wave', 'rock']",Red Hot Chili Peppers,happy
We're Going To Be Friends,1N883b1C3trjGcx2h4E99B,"['alternative rock', 'blues rock', 'detroit rock', 'garage rock', 'modern blues rock', 'permanent wave', 'punk blues', 'rock']",The White Stripes,happy
Can't You See,4AlgqXQ5QA5bsNa6Nmchz7,"['album rock', 'classic rock', 'country rock', 'mellow gold', 'singer-songwriter', 'soft rock', 'southern rock']",The Marshall Tucker Band,happy
Brown Eyed Girl,3yrSvpt2l1xhsV9Em88Pul,"['classic rock', 'folk', 'folk rock', 'heartland rock', 'mellow gold', 'rock', 'singer-songwriter', 'soft rock']",Van Morrison,happy
Break My Stride,1mCsF9Tw4AkIZOjvZbZZdT,['new wave pop'],Matthew Wilder,happy
Island In The Sun,2MLHyLy5z5l5YRp7momlgw,"['alternative rock', 'modern power pop', 'modern rock', 'permanent wave', 'rock']",Weezer,happy
Fever,3aPlQWU07jGgyHaBHVS5TS,"['adult standards', 'torch song', 'vocal jazz']",Peggy Lee,happy
Seven Nation Army,7i6r9KotUPQg3ozKKgEPIN,"['alternative rock', 'blues rock', 'detroit rock', 'garage rock', 'modern blues rock', 'permanent wave', 'punk blues', 'rock']",The White Stripes,happy
Waiting On the World to Change,5imShWWzwqfAJ9gXFpGAQh,"['neo mellow', 'singer-songwriter']",John Mayer,happy
Dog Days Are Over,1YLJVmuzeM2YSUkCCaTNUB,"['baroque pop', 'electropop', 'modern rock', 'uk alternative pop']",Florence + The Machine,happy
Forget You,7AqISujIaWcY3h5zrOqt5v,"['atl hip hop', 'pop rap']",CeeLo Green,happy
"Rocket Man (I Think It's Going To Be A Long, Long Time)",3gdewACMIVMEWVbyb8O9sY,"['glam rock', 'mellow gold', 'piano rock', 'rock']",Elton John,happy
You Are a Tourist,2bD1AW4yqiCurGCva6r88a,"['alternative rock', 'canadian indie', 'chamber pop', 'indie rock', 'indietronica', 'modern rock', 'seattle indie', 'washington indie']",Death Cab for Cutie,happy
California Dreamin' - Single Version,4s6LhHAV5SEsOV0lC2tjvJ,"['classic rock', 'folk', 'folk rock', 'mellow gold', 'psychedelic rock', 'rock', 'soft rock', 'sunshine pop']",The Mamas & The Papas,happy
Candy,5NlFXQ0si6U87gXs6hq81B,"['dance rock', 'europop']",Robbie Williams,happy
Lovely Day,0bRXwKfigvpKZUurwqAlEh,"['classic soul', 'funk', 'quiet storm', 'soul']",Bill Withers,happy
Spirit In The Sky - Deluxe Edition,0jvN7eQJJt4nxQzgQfZ1SP,['classic rock'],Norman Greenbaum,happy
Escape (The Pina Colada Song),5IMtdHjJ1OtkxbGe4zfUxQ,['yacht rock'],Rupert Holmes,happy
Tiny Dancer,2TVxnKdb3tqe1nhQWwwZCO,"['glam rock', 'mellow gold', 'piano rock', 'rock']",Elton John,happy
Centerfold,1ynmMEK1fkyiZ6Z6F3ThEt,"['album rock', 'classic rock', 'country rock', 'hard rock', 'mellow gold', 'rock', 'singer-songwriter', 'soft rock']",The J. Geils Band,happy
A Little Less Conversation,47y8hRlWLEJ4VafE6LMjEZ,"['rock-and-roll', 'rockabilly']",Elvis Presley,happy
Love Shack,4W4wYHtsrgDiivRASVOINL,"['album rock', 'classic rock', 'dance rock', 'new romantic', 'new wave', 'new wave pop', 'permanent wave', 'post-punk', 'rock', 'zolo']",The B-52's,happy
Don't Stop Believin',4bHsxqR3GMrXTxEPLuK5ue,"['album rock', 'classic rock', 'hard rock', 'heartland rock', 'mellow gold', 'rock', 'soft rock']",Journey,happy
You Sexy Thing,714hERk9U1W8FMYkoC83CO,['hollywood'],Hot Chocolate,happy
Walking on Sunshine - 2004 Version,4pxfRRSEn8EfgZWcN3IgL8,['new wave pop'],Katrina & The Waves,happy
Longview,3LRJbFT9rKoKv4aW7PuBJC,"['modern rock', 'permanent wave', 'punk', 'rock']",Green Day,happy
Just Breathe,3k9qjgu8zVKTEuJVJIYyc0,"['alternative metal', 'alternative rock', 'classic rock', 'grunge', 'hard rock', 'permanent wave', 'rock']",Pearl Jam,happy
Steal My Kisses,4cIwg5VY8Lo1NYwq7llOth,['modern folk rock'],Ben Harper And The Innocent Criminals,happy
Peace Frog,5piJiL6aRhvrKBa9YuEfS9,"['acid rock', 'album rock', 'classic rock', 'hard rock', 'psychedelic rock', 'rock']",The Doors,happy
Peace Train,1ppuHX1oVMku5LTL0swNZP,"['british folk', 'classic rock', 'folk', 'folk rock', 'mellow gold', 'singer-songwriter']",Yusuf / Cat Stevens,happy
Good Vibrations - Remastered 2001,5t9KYe0Fhd5cW6UYT4qP8f,"['baroque pop', 'classic rock', 'folk rock', 'mellow gold', 'psychedelic rock', 'rock', 'sunshine pop']",The Beach Boys,happy
What Makes A Good Man?,3nGWzFBJ5tMzHWAgs16fK6,"['bath indie', 'modern blues rock']",The Heavy,happy
This Love,6ECp64rv50XVz93WvxXMGF,['pop'],Maroon 5,happy
What A Wonderful World,29U7stRjqHU6rMiS8BfaI9,"['adult standards', 'dixieland', 'harlem renaissance', 'jazz trumpet', 'new orleans jazz', 'soul', 'swing', 'vocal jazz']",Louis Armstrong,happy
Smells Like Teen Spirit,5ghIJDpPoe3CfHMGu71E6T,"['grunge', 'permanent wave', 'rock']",Nirvana,happy
Ants Marching,2FfZg072w8RoxlMOR7M4CT,"['jam band', 'neo mellow', 'pop rock']",Dave Matthews Band,happy
Bitter Sweet Symphony - Remastered 2016,57iDDD9N9tTWe75x6qhStw,"['britpop', 'permanent wave', 'rock', 'shoegaze']",The Verve,happy
Cecilia,6QhXQOpyYvbpdbyjgAqKdY,"['classic rock', 'folk', 'folk rock', 'melancholia', 'mellow gold', 'rock', 'soft rock']",Simon & Garfunkel,happy
Message In A Bottle - Remastered 2003,5xD021bM8VbqrhCVhxRozx,"['album rock', 'classic rock', 'permanent wave', 'rock']",The Police,happy
Someone New,2DNXgvkyv35vTWvdgjs7qn,"['irish singer-songwriter', 'modern rock', 'pov: indie']",Hozier,happy
In the Summertime,3RNyGLgSvmVRZ7xKUp8Wgd,"['british blues', 'classic uk pop']",Mungo Jerry,happy
F.N.T.,7MnW39mkRfm6ygw9gKxDp9,"['pop rock', 'post-grunge']",Semisonic,happy
How to Save a Life,5fVZC9GiM4e8vu99W0Xf6J,"['neo mellow', 'piano rock', 'pop', 'pop rock']",The Fray,happy
Are You Gonna Be My Girl,305WCRhhS10XUcH6AEwZk6,"['hip hop', 'pittsburgh rap', 'rap']",Jet,happy
All For You,2skmOCFU64Bg7Ytkgwliwe,"['neo mellow', 'pop rock', 'post-grunge']",Sister Hazel,happy
Pinball Wizard,6LbbHFEajG9e4m0G3L47c4,"['album rock', 'british invasion', 'classic rock', 'hard rock', 'rock']",The Who,happy
